,urban,gender,age,hand,voted,married,familysize,points,result
508,2,1,51,1,2,1,2,26,Not complotist
509,3,1,42,1,2,1,2,42,complotist
510,3,2,20,1,2,1,2,31,Not complotist
511,2,1,17,1,2,1,4,36,Not complotist
512,2,2,19,1,2,1,1,75,complotist
513,2,1,18,3,2,1,0,29,Not complotist
514,2,2,14,2,2,1,2,43,complotist
515,2,2,16,1,2,1,4,51,complotist
516,2,2,29,1,2,1,3,60,complotist
517,1,2,48,3,1,2,4,36,Not complotist
518,2,1,19,1,2,1,0,75,complotist
519,2,3,18,1,2,1,2,53,complotist
520,1,2,14,1,2,1,4,52,complotist
521,1,2,20,1,2,1,2,47,complotist
522,3,2,21,1,1,1,4,24,Not complotist
523,2,1,49,1,2,1,3,32,Not complotist
524,2,2,20,1,2,1,1,49,complotist
525,3,2,18,1,2,1,2,39,Not complotist
526,1,1,31,1,1,1,2,57,complotist
527,2,1,18,1,2,1,2,65,complotist
528,2,2,16,1,2,1,2,48,complotist
529,3,1,23,1,1,1,2,39,Not complotist
530,2,1,33,1,1,3,2,51,complotist
531,3,1,16,1,2,1,1,24,Not complotist
532,2,1,26,1,2,1,2,51,complotist
533,2,2,21,1,1,1,4,49,complotist
534,3,2,59,1,1,3,3,52,complotist
535,3,2,18,1,2,1,4,55,complotist
536,3,1,39,1,1,2,2,53,complotist
537,1,2,31,1,2,2,4,50,complotist
538,2,2,16,3,2,1,0,64,complotist
539,1,2,13,1,2,1,2,15,Not complotist
540,3,2,17,1,2,1,1,50,complotist
541,3,2,22,1,2,1,1,26,Not complotist
542,1,2,16,1,2,1,2,52,complotist
543,3,1,19,1,2,1,2,29,Not complotist
544,1,1,39,1,2,1,2,31,Not complotist
545,1,1,44,1,1,3,3,43,complotist
546,2,2,62,1,2,2,2,60,complotist
547,3,2,14,3,2,1,2,50,complotist
548,1,2,33,1,1,1,1,23,Not complotist
549,2,2,18,1,2,1,4,36,Not complotist
550,2,1,20,1,2,1,1,17,Not complotist
551,3,1,33,1,2,1,1,38,Not complotist
552,2,2,19,1,1,1,2,38,Not complotist
553,2,1,25,1,1,1,3,72,complotist
554,2,1,30,1,1,2,2,36,Not complotist
555,1,1,20,1,1,1,2,32,Not complotist
556,3,2,17,1,2,1,4,35,Not complotist
557,2,1,26,1,2,2,3,64,complotist
558,1,1,16,1,2,1,1,43,complotist
559,2,1,45,1,2,2,2,75,complotist
560,2,2,55,1,1,2,4,19,Not complotist
561,1,2,20,1,1,1,4,70,complotist
562,2,1,29,1,2,1,1,60,complotist
563,2,1,23,2,2,1,1,32,Not complotist
564,3,1,25,1,2,1,2,56,complotist
565,3,1,19,1,2,1,3,49,complotist
566,1,1,23,1,1,1,4,38,Not complotist
567,2,2,18,2,2,1,6,23,Not complotist
568,2,1,25,1,2,1,2,51,complotist
569,3,1,18,1,2,1,2,67,complotist
570,2,1,47,1,2,2,5,30,Not complotist
571,0,2,45,3,2,1,1,15,Not complotist
572,3,1,23,3,1,1,2,41,complotist
573,2,1,29,1,2,1,2,64,complotist
574,2,2,17,2,2,1,1,59,complotist
575,2,1,25,1,1,1,3,21,Not complotist
576,3,2,16,1,2,1,2,26,Not complotist
577,2,1,24,1,2,1,1,58,complotist
578,2,1,23,1,1,1,4,20,Not complotist
579,3,2,32,1,2,2,2,51,complotist
580,2,2,23,1,2,1,2,33,Not complotist
581,3,1,20,1,2,1,0,75,complotist
582,2,3,16,2,2,1,3,42,complotist
583,2,2,46,1,2,2,3,27,Not complotist
584,1,1,28,1,1,1,1,24,Not complotist
585,1,1,27,1,1,1,3,58,complotist
586,2,2,50,1,1,3,1,70,complotist
587,0,1,52,1,1,2,2,18,Not complotist
588,3,1,22,1,1,1,1,48,complotist
589,2,1,25,1,2,1,2,22,Not complotist
590,3,2,59,1,0,2,2,59,complotist
591,2,2,42,1,2,1,2,72,complotist
592,3,2,44,3,1,2,2,49,complotist
593,3,1,30,2,2,1,2,52,complotist
594,2,2,58,1,2,3,4,75,complotist
595,1,1,46,1,2,1,0,55,complotist
596,2,1,20,1,2,1,7,75,complotist
597,2,1,46,1,1,2,3,62,complotist
598,2,1,21,1,2,1,3,45,complotist
599,2,1,61,1,2,3,4,71,complotist
600,3,2,28,1,2,2,3,60,complotist
601,1,2,35,2,2,1,4,55,complotist
602,1,1,22,1,1,1,2,41,complotist
603,2,1,56,1,1,3,3,61,complotist
604,2,2,42,2,1,2,3,50,complotist
605,1,1,45,1,1,1,3,72,complotist
606,2,1,61,1,1,2,2,62,complotist
607,2,1,40,0,0,0,2,71,complotist
608,3,1,33,1,1,1,0,65,complotist
609,2,1,53,1,2,1,3,74,complotist
610,3,1,23,1,2,1,3,69,complotist
611,3,1,30,1,1,1,3,69,complotist
612,2,1,22,1,2,1,2,63,complotist
613,2,2,49,1,2,2,5,67,complotist
614,1,1,48,2,1,1,3,71,complotist
615,2,1,20,1,2,1,2,75,complotist
616,1,1,31,2,1,1,4,68,complotist
617,3,1,26,1,0,1,1,65,complotist
618,2,1,31,1,1,2,4,58,complotist
619,2,1,55,2,2,2,4,62,complotist
620,2,1,16,1,2,1,3,72,complotist
621,2,1,55,1,2,2,2,48,complotist
622,3,2,47,1,1,2,2,55,complotist
623,3,1,30,1,2,1,2,71,complotist
624,1,2,57,1,1,2,6,24,Not complotist
625,2,2,33,1,1,2,0,75,complotist
626,3,1,28,1,2,1,2,53,complotist
627,1,1,41,1,2,2,3,68,complotist
628,2,1,54,1,2,2,2,15,Not complotist
629,2,1,26,1,2,1,3,58,complotist
630,2,1,42,1,1,2,4,56,complotist
631,2,1,39,1,1,2,2,60,complotist
632,1,1,39,1,2,2,2,61,complotist
633,3,1,30,1,2,2,2,58,complotist
634,2,1,50,2,1,2,3,75,complotist
635,1,1,46,1,1,2,4,65,complotist
636,1,1,36,1,1,1,2,57,complotist
637,1,1,60,1,2,2,5,73,complotist
638,2,1,51,1,2,1,4,66,complotist
639,3,1,30,1,2,1,3,70,complotist
640,3,1,38,1,2,3,2,75,complotist
641,2,1,48,1,2,2,2,69,complotist
642,2,1,44,1,2,3,2,47,complotist
643,2,2,57,2,2,3,2,61,complotist
644,2,1,60,1,2,2,3,71,complotist
645,2,1,47,1,2,1,2,75,complotist
646,2,2,69,1,2,2,3,73,complotist
647,3,1,43,1,1,1,1,65,complotist
648,2,1,24,1,2,1,3,75,complotist
649,3,1,32,1,2,1,2,70,complotist
650,2,1,19,1,2,1,3,58,complotist
651,2,1,55,1,2,3,2,64,complotist
652,2,1,42,1,2,2,2,75,complotist
653,1,2,25,1,2,2,1,75,complotist
654,2,1,44,1,2,1,4,49,complotist
655,2,2,37,1,2,2,6,58,complotist
656,2,2,14,1,2,1,1,21,Not complotist
657,2,2,39,1,2,2,4,47,complotist
658,3,2,24,1,1,1,2,43,complotist
659,2,2,14,1,2,1,2,54,complotist
660,2,2,15,1,2,1,2,50,complotist
661,2,1,33,1,1,2,2,18,Not complotist
662,3,2,33,2,1,1,1,59,complotist
663,3,1,17,3,2,1,1,28,Not complotist
664,3,1,51,1,2,2,4,63,complotist
665,2,2,18,1,2,1,3,36,Not complotist
666,2,2,17,3,2,1,3,48,complotist
667,2,2,27,1,2,1,1,42,complotist
668,2,1,43,1,1,1,2,24,Not complotist
669,3,2,18,1,1,1,2,58,complotist
670,3,1,45,1,2,2,2,43,complotist
671,2,2,47,1,1,3,1,52,complotist
672,2,1,45,2,1,2,2,29,Not complotist
673,3,1,21,1,1,1,4,63,complotist
674,3,1,32,1,1,1,3,32,Not complotist
675,3,1,18,1,2,1,0,49,complotist
676,3,1,16,1,2,1,1,44,complotist
677,3,1,36,1,2,3,2,75,complotist
678,2,2,31,1,2,2,3,61,complotist
679,3,1,33,1,1,1,2,36,Not complotist
680,2,1,23,1,2,1,3,41,complotist
681,2,2,24,1,1,1,3,68,complotist
682,2,3,19,1,2,1,2,52,complotist
683,3,1,17,2,2,1,3,17,Not complotist
684,2,2,17,1,2,1,3,65,complotist
685,2,1,17,1,2,1,4,21,Not complotist
686,1,1,25,1,2,1,3,49,complotist
687,1,1,22,3,1,1,2,63,complotist
688,1,2,31,2,2,1,2,16,Not complotist
689,2,2,30,1,2,1,2,31,Not complotist
690,3,1,18,1,1,1,2,35,Not complotist
691,3,1,28,1,2,3,0,67,complotist
692,3,1,21,1,2,1,2,48,complotist
693,2,1,31,2,2,2,1,64,complotist
694,0,1,15,1,2,1,1,39,Not complotist
695,3,1,37,1,1,1,2,58,complotist
696,3,2,18,1,2,1,3,40,complotist
697,3,2,16,1,2,1,6,65,complotist
698,3,2,42,1,1,1,3,65,complotist
699,2,1,26,1,1,1,5,43,complotist
700,3,2,17,3,2,1,4,75,complotist
701,2,2,18,1,2,1,3,52,complotist
702,0,1,33,1,2,1,3,50,complotist
703,2,1,60,1,2,1,1,61,complotist
704,2,1,25,1,2,1,1,43,complotist
705,3,1,39,2,2,2,4,38,Not complotist
706,1,2,20,1,1,1,3,28,Not complotist
707,1,3,21,3,2,1,1,63,complotist
708,3,2,21,1,2,1,2,25,Not complotist
709,3,2,16,1,2,1,2,34,Not complotist
710,3,1,22,1,2,1,3,71,complotist
711,2,1,15,1,2,1,2,52,complotist
712,3,1,22,3,2,1,2,60,complotist
713,2,2,16,1,2,1,1,48,complotist
714,2,1,35,1,2,1,1,73,complotist
715,3,2,61,1,2,2,3,35,Not complotist
716,3,2,18,2,2,1,3,15,Not complotist
717,3,1,19,1,2,1,2,40,complotist
718,1,2,64,2,2,2,1,33,Not complotist
719,2,2,18,1,2,1,2,47,complotist
720,0,1,49,1,1,1,1,59,complotist
721,1,2,20,1,2,1,4,30,Not complotist
722,2,2,56,1,1,2,4,51,complotist
723,3,2,16,1,2,1,1,32,Not complotist
724,2,2,17,1,2,1,1,41,complotist
725,3,1,55,1,1,2,2,22,Not complotist
726,3,2,15,1,2,1,2,39,Not complotist
727,2,1,33,1,2,1,3,50,complotist
728,3,1,44,2,2,2,2,49,complotist
729,3,1,38,1,2,2,3,44,complotist
730,1,1,55,1,2,2,4,48,complotist
731,2,1,22,1,2,1,2,73,complotist
732,1,2,15,1,2,1,3,49,complotist
733,2,2,47,1,2,1,2,58,complotist
734,3,1,60,1,2,2,4,71,complotist
735,3,1,28,1,1,1,1,58,complotist
736,2,1,35,1,2,2,1,32,Not complotist
737,2,1,22,1,1,1,2,42,complotist
738,2,1,15,3,2,1,4,59,complotist
739,3,2,35,1,2,1,1,49,complotist
740,3,2,66,1,0,3,2,55,complotist
741,3,2,21,1,1,1,0,52,complotist
742,3,2,19,1,2,1,8,60,complotist
743,2,3,15,1,2,1,3,36,Not complotist
744,2,2,18,1,2,1,3,26,Not complotist
745,3,2,15,1,1,1,2,46,complotist
746,2,3,17,1,2,1,2,67,complotist
747,1,2,28,1,2,1,5,67,complotist
748,1,2,14,1,2,1,2,45,complotist
749,2,1,17,1,2,1,2,25,Not complotist
750,2,2,17,1,2,1,1,38,Not complotist
751,3,2,18,1,2,1,1,47,complotist
752,3,2,15,1,2,1,2,50,complotist
753,1,2,19,1,2,1,2,40,complotist
754,3,1,34,1,1,1,2,55,complotist
755,2,2,14,1,2,1,3,61,complotist
756,3,1,30,1,1,1,2,60,complotist
757,2,2,16,1,2,1,3,72,complotist
758,2,1,33,1,2,1,2,19,Not complotist
759,2,1,15,1,0,1,3,36,Not complotist
760,3,2,17,2,2,1,3,41,complotist
761,2,2,35,1,2,2,3,23,Not complotist
762,3,1,32,1,1,2,2,50,complotist
763,2,1,20,2,1,1,1,26,Not complotist
764,2,1,28,1,2,1,2,18,Not complotist
765,2,2,17,1,2,1,2,54,complotist
766,3,1,35,1,1,1,4,17,Not complotist
767,2,3,15,1,2,1,2,55,complotist
768,2,2,13,1,2,1,2,60,complotist
769,1,2,36,1,2,1,3,41,complotist
770,1,1,60,1,1,1,4,21,Not complotist
771,2,1,17,2,2,1,2,52,complotist
772,3,1,19,1,2,1,2,36,Not complotist
773,3,1,58,1,1,3,2,15,Not complotist
774,2,1,19,1,2,1,3,48,complotist
775,2,1,53,1,1,2,2,59,complotist
776,1,1,21,1,1,1,2,36,Not complotist
777,2,1,60,1,0,2,3,52,complotist
778,2,1,20,1,1,1,2,24,Not complotist
779,3,2,22,1,1,1,2,42,complotist
780,3,1,59,1,2,2,2,25,Not complotist
781,3,1,51,1,1,2,5,39,Not complotist
782,2,1,23,1,1,1,5,52,complotist
783,3,1,44,2,1,1,2,60,complotist
784,0,2,32,1,2,1,2,55,complotist
785,3,2,44,1,1,1,3,35,Not complotist
786,1,2,40,1,1,1,1,70,complotist
787,1,2,24,1,1,1,4,64,complotist
788,2,2,14,1,2,1,1,52,complotist
789,1,1,18,3,2,1,1,62,complotist
790,1,1,61,1,1,2,5,15,Not complotist
791,2,1,35,1,1,1,2,30,Not complotist
792,3,2,24,1,2,1,1,68,complotist
793,2,3,16,1,2,1,2,50,complotist
794,3,2,17,1,2,1,5,68,complotist
795,2,1,41,1,1,1,1,50,complotist
796,3,1,55,1,1,2,2,67,complotist
797,2,1,18,1,2,1,4,54,complotist
798,2,2,49,1,1,2,3,56,complotist
799,2,1,30,1,2,1,1,39,Not complotist
800,2,3,21,2,2,1,4,31,Not complotist
801,3,1,25,1,1,2,2,39,Not complotist
802,3,1,42,1,1,2,2,30,Not complotist
803,2,1,59,1,1,1,3,61,complotist
804,2,1,56,1,1,1,3,37,Not complotist
805,3,2,55,1,2,3,5,54,complotist
806,2,2,21,1,2,1,4,22,Not complotist
807,2,2,18,1,2,1,3,58,complotist
808,2,2,15,1,2,1,2,37,Not complotist
809,3,1,31,1,2,1,4,24,Not complotist
810,2,1,42,1,2,2,2,47,complotist
811,3,2,17,1,2,1,2,59,complotist
812,3,1,64,1,2,3,3,74,complotist
813,3,2,17,1,2,1,2,37,Not complotist
814,1,2,68,1,2,2,3,75,complotist
815,2,2,53,2,2,2,5,64,complotist
816,3,1,55,1,1,2,3,18,Not complotist
817,3,2,18,1,1,1,2,65,complotist
818,3,1,44,1,1,2,2,20,Not complotist
819,3,2,38,2,1,1,0,44,complotist
820,2,2,73,2,1,2,3,17,Not complotist
821,2,1,44,3,2,1,3,72,complotist
822,1,2,19,1,2,1,1,22,Not complotist
823,2,1,18,1,2,1,2,25,Not complotist
824,3,2,15,2,2,1,1,50,complotist
825,1,2,17,3,2,1,1,39,Not complotist
826,1,1,25,1,2,1,2,28,Not complotist
827,3,1,25,1,1,1,2,45,complotist
828,3,2,26,1,2,1,1,46,complotist
829,2,3,15,1,2,1,3,37,Not complotist
830,1,1,18,1,2,1,3,27,Not complotist
831,3,2,64,1,1,3,1,38,Not complotist
832,1,1,27,1,2,1,2,36,Not complotist
833,1,1,17,1,2,1,2,32,Not complotist
834,3,1,38,1,2,1,2,18,Not complotist
835,2,1,24,1,1,1,2,28,Not complotist
836,2,2,17,2,2,1,3,36,Not complotist
837,3,1,15,1,2,1,7,50,complotist
838,3,1,21,1,2,1,2,65,complotist
839,3,1,15,1,2,1,1,26,Not complotist
840,2,2,29,2,2,1,4,38,Not complotist
841,1,2,21,1,1,1,1,59,complotist
842,2,2,13,1,2,1,2,54,complotist
843,2,1,17,1,2,1,3,21,Not complotist
844,3,1,28,1,2,1,4,49,complotist
845,3,2,16,1,2,1,1,23,Not complotist
846,3,2,20,1,1,1,1,20,Not complotist
847,2,1,22,1,2,1,1,51,complotist
848,3,1,35,1,1,1,0,17,Not complotist
849,2,1,16,1,2,1,5,48,complotist
850,2,1,18,1,2,1,3,72,complotist
851,3,2,36,1,1,1,3,75,complotist
852,3,2,41,2,1,2,3,49,complotist
853,3,1,22,1,2,1,2,37,Not complotist
854,0,1,15,0,2,1,3,16,Not complotist
855,1,2,47,1,2,1,2,56,complotist
856,3,2,21,3,1,1,2,16,Not complotist
857,3,1,19,1,2,1,1,36,Not complotist
858,3,1,20,1,2,1,2,37,Not complotist
859,1,2,26,1,2,1,3,55,complotist
860,2,1,18,1,2,1,3,30,Not complotist
861,2,2,25,1,1,2,3,44,complotist
862,3,2,15,1,2,1,1,51,complotist
863,3,2,55,2,1,2,7,16,Not complotist
864,3,2,47,1,2,1,2,49,complotist
865,2,1,17,1,2,1,2,20,Not complotist
866,3,2,47,1,1,2,2,32,Not complotist
867,2,2,17,1,2,1,5,49,complotist
868,1,2,20,1,2,1,2,31,Not complotist
869,3,1,22,1,1,1,2,32,Not complotist
870,2,1,40,1,2,2,2,43,complotist
871,2,2,15,1,2,1,2,32,Not complotist
872,2,1,57,1,1,2,8,53,complotist
873,2,2,18,2,2,1,2,45,complotist
874,3,1,22,1,1,1,1,23,Not complotist
875,3,1,20,1,2,1,2,36,Not complotist
876,0,1,21,1,1,1,2,38,Not complotist
877,1,1,41,1,2,2,3,65,complotist
878,2,3,31,1,2,1,1,18,Not complotist
879,2,2,18,3,2,1,3,38,Not complotist
880,2,1,16,1,2,1,1,46,complotist
881,2,1,48,1,1,2,2,20,Not complotist
882,3,2,22,1,1,1,2,67,complotist
883,3,3,14,1,2,1,3,59,complotist
884,2,2,22,1,2,1,3,59,complotist
885,3,3,18,1,2,1,2,54,complotist
886,3,1,21,2,2,1,1,34,Not complotist
887,2,3,20,1,2,1,4,34,Not complotist
888,2,1,22,1,2,1,3,40,complotist
889,2,2,19,1,1,1,1,20,Not complotist
890,3,2,45,1,1,2,4,31,Not complotist
891,1,1,39,1,2,2,1,30,Not complotist
892,2,2,5555,1,2,1,0,17,Not complotist
893,2,2,50,3,1,3,2,37,Not complotist
894,1,3,16,3,2,1,2,64,complotist
895,3,2,17,1,2,1,3,43,complotist
896,2,1,21,1,2,1,2,36,Not complotist
897,3,3,16,1,2,1,1,55,complotist
898,1,1,30,3,1,2,2,69,complotist
899,2,2,14,1,2,1,3,59,complotist
900,3,2,17,1,2,1,4,41,complotist
901,2,2,38,1,2,3,1,16,Not complotist
902,3,2,25,1,2,2,6,56,complotist
903,3,2,22,2,1,1,5,52,complotist
904,1,1,19,1,2,1,4,20,Not complotist
905,3,2,17,1,2,1,1,62,complotist
906,3,1,17,1,2,1,2,30,Not complotist
907,2,2,20,1,1,1,2,47,complotist
908,1,2,22,1,1,1,1,34,Not complotist
909,2,1,18,1,2,1,2,39,Not complotist
910,3,2,23,1,2,1,4,46,complotist
911,3,2,15,3,2,1,3,67,complotist
912,3,2,19,1,2,1,4,69,complotist
913,3,2,18,1,1,1,2,62,complotist
914,2,2,15,1,2,1,2,61,complotist
915,2,2,16,1,2,1,4,36,Not complotist
916,2,2,23,2,2,1,2,50,complotist
917,1,2,16,1,2,1,2,36,Not complotist
918,3,2,25,1,1,1,2,60,complotist
919,2,2,16,1,2,1,2,39,Not complotist
920,2,1,14,1,2,1,0,48,complotist
921,1,2,18,1,2,1,2,55,complotist
922,1,1,22,1,1,1,2,32,Not complotist
923,3,2,18,1,2,1,1,41,complotist
924,2,2,31,1,2,2,1,21,Not complotist
925,2,1,33,1,2,2,2,39,Not complotist
926,2,2,31,1,2,2,1,19,Not complotist
927,3,2,34,1,1,1,2,51,complotist
928,1,2,39,1,2,3,2,52,complotist
929,1,2,33,1,2,2,2,29,Not complotist
930,2,2,23,1,2,1,2,30,Not complotist
931,3,2,17,1,2,1,0,20,Not complotist
932,2,2,15,1,2,1,2,23,Not complotist
933,2,1,16,1,2,1,2,53,complotist
934,3,3,15,1,2,1,1,50,complotist
935,1,1,51,1,2,2,2,63,complotist
936,3,2,27,1,2,1,2,51,complotist
937,2,1,67,1,2,1,4,28,Not complotist
938,3,3,20,1,1,1,1,50,complotist
939,2,2,14,1,2,1,2,50,complotist
940,2,2,17,1,2,1,3,18,Not complotist
941,3,3,15,1,2,1,2,35,Not complotist
942,3,1,29,3,1,1,2,32,Not complotist
943,3,2,15,3,2,1,5,41,complotist
944,2,2,16,1,2,1,5,58,complotist
945,2,1,38,2,2,2,8,56,complotist
946,2,1,26,1,2,1,2,26,Not complotist
947,3,2,17,1,2,1,1,51,complotist
948,3,2,18,1,2,1,1,38,Not complotist
949,2,2,21,1,1,1,2,61,complotist
950,1,1,18,1,1,1,2,68,complotist
951,2,1,25,1,2,1,1,36,Not complotist
952,3,1,38,1,2,1,5,42,complotist
953,0,3,15,1,2,1,1,66,complotist
954,1,1,27,1,2,1,5,35,Not complotist
955,1,2,16,1,2,1,2,49,complotist
956,2,2,26,1,2,1,3,49,complotist
957,3,1,40,1,2,2,3,29,Not complotist
958,2,1,17,1,2,1,1,30,Not complotist
959,1,2,24,1,2,1,2,63,complotist
960,3,2,35,1,1,3,3,40,complotist
961,2,1,14,2,2,1,1,15,Not complotist
962,2,1,18,1,2,1,3,32,Not complotist
963,3,2,33,1,2,2,2,39,Not complotist
964,2,1,24,1,2,1,3,42,complotist
965,2,2,50,1,2,2,2,35,Not complotist
966,2,1,20,1,1,1,2,53,complotist
967,2,1,20,1,2,1,1,34,Not complotist
968,1,1,23,1,2,1,3,19,Not complotist
969,2,1,21,1,1,1,4,30,Not complotist
970,1,1,22,1,2,1,1,36,Not complotist
971,3,2,21,1,2,1,3,50,complotist
972,2,1,30,2,1,2,2,32,Not complotist
973,2,2,15,1,2,1,2,45,complotist
974,3,2,22,1,2,1,2,55,complotist
975,2,2,13,1,2,1,2,41,complotist
976,3,2,13,3,2,0,3,64,complotist
977,1,3,18,1,1,1,3,47,complotist
978,3,1,15,1,2,1,5,28,Not complotist
979,3,2,27,1,2,1,2,28,Not complotist
980,2,2,18,1,2,1,3,31,Not complotist
981,2,2,39,1,2,1,2,57,complotist
982,3,2,15,1,2,1,2,31,Not complotist
983,3,2,30,1,2,1,2,57,complotist
984,2,2,29,3,2,1,1,47,complotist
985,2,2,19,1,2,1,2,19,Not complotist
986,2,1,41,2,2,1,2,27,Not complotist
987,2,1,16,1,2,1,2,69,complotist
988,3,2,37,1,2,1,1,62,complotist
989,2,1,21,3,1,1,3,55,complotist
990,2,2,19,1,2,1,7,50,complotist
991,3,2,45,1,2,2,5,57,complotist
992,3,1,63,1,2,1,6,63,complotist
993,2,1,40,2,2,1,2,54,complotist
994,2,1,25,1,1,1,3,47,complotist
995,1,1,49,3,1,1,3,35,Not complotist
996,1,2,63,3,1,1,14,67,complotist
997,1,1,20,1,1,1,3,31,Not complotist
998,2,1,28,1,1,1,2,42,complotist
999,1,2,36,1,1,1,2,23,Not complotist
1000,2,2,14,1,2,1,2,35,Not complotist
1001,1,1,30,1,1,1,1,73,complotist
1002,1,1,23,3,1,2,4,63,complotist
1003,3,2,17,1,2,1,10,75,complotist
1004,1,3,18,2,1,3,19,74,complotist
1005,2,2,60,1,1,3,7,19,Not complotist
1006,2,1,21,1,2,1,3,24,Not complotist
1007,1,1,17,2,2,1,1,48,complotist
1008,3,3,18,1,2,1,2,23,Not complotist
1009,2,2,22,1,1,1,1,48,complotist
1010,1,1,44,1,1,1,3,31,Not complotist
1011,2,2,22,1,2,1,3,65,complotist
1012,3,1,20,1,2,1,2,68,complotist
1013,2,1,20,2,2,1,3,21,Not complotist
1014,2,1,33,1,2,2,2,35,Not complotist
1015,2,1,14,1,2,1,2,48,complotist
