,urban,gender,age,hand,voted,married,familysize,points,result
2003,0,2,16,0,2,1,3,34,Not complotist
2004,2,2,16,1,2,1,2,33,Not complotist
2005,1,3,17,1,2,1,2,34,Not complotist
2006,2,2,18,1,2,1,3,31,Not complotist
2007,2,1,57,1,2,2,5,56,complotist
2008,1,2,15,2,2,1,3,47,complotist
2009,2,1,33,1,1,1,2,34,Not complotist
2010,3,1,28,1,1,2,3,47,complotist
2011,2,2,19,1,1,1,1,50,complotist
2012,3,2,16,1,2,1,5,34,Not complotist
2013,3,2,53,1,1,3,4,15,Not complotist
2014,3,1,32,1,1,1,2,37,Not complotist
2015,0,2,26,1,1,2,3,54,complotist
2016,2,1,17,1,2,1,1,35,Not complotist
2017,2,2,14,1,2,1,2,51,complotist
2018,3,2,20,1,2,1,4,73,complotist
2019,3,2,17,1,2,1,3,22,Not complotist
2020,1,3,18,1,2,1,6,27,Not complotist
2021,2,1,25,2,1,1,2,29,Not complotist
2022,2,3,14,1,2,1,1,56,complotist
2023,1,1,29,1,2,1,2,61,complotist
2024,2,2,22,1,2,1,3,52,complotist
2025,1,1,18,1,1,1,2,36,Not complotist
2026,3,2,37,2,1,1,2,49,complotist
2027,3,1,23,1,1,1,2,29,Not complotist
2028,1,1,19,1,1,1,0,71,complotist
2029,2,2,29,1,1,2,2,29,Not complotist
2030,2,1,24,1,1,1,1,32,Not complotist
2031,1,1,20,1,2,1,4,24,Not complotist
2032,3,1,51,1,1,2,5,64,complotist
2033,2,1,28,1,1,1,3,19,Not complotist
2034,2,2,34,1,2,1,3,59,complotist
2035,1,2,36,1,2,2,9,47,complotist
2036,3,2,19,1,1,1,2,51,complotist
2037,1,1,16,1,2,1,2,55,complotist
2038,1,1,15,1,2,1,4,61,complotist
2039,1,1,24,1,2,1,1,29,Not complotist
2040,2,1,19,1,2,1,2,51,complotist
2041,3,1,16,1,2,1,2,51,complotist
2042,3,1,21,1,2,1,0,55,complotist
2043,2,1,19,1,2,1,2,26,Not complotist
2044,3,2,40,1,2,3,3,71,complotist
2045,1,1,19,1,2,1,2,23,Not complotist
2046,1,1,27,1,1,1,5,15,Not complotist
2047,1,1,19,1,2,1,1,35,Not complotist
2048,2,1,30,1,2,1,2,20,Not complotist
2049,1,1,29,1,1,1,1,25,Not complotist
2050,2,2,16,1,2,1,5,51,complotist
2051,2,3,18,1,2,1,1,41,complotist
2052,2,1,26,1,1,1,1,21,Not complotist
2053,2,3,19,1,1,1,2,35,Not complotist
2054,3,2,22,3,1,1,3,21,Not complotist
2055,1,1,15,1,2,1,2,20,Not complotist
2056,3,1,19,1,1,1,2,50,complotist
2057,3,1,32,1,1,2,3,32,Not complotist
2058,2,1,18,1,2,1,5,29,Not complotist
2059,2,1,18,1,2,1,5,34,Not complotist
2060,3,1,20,1,2,1,2,35,Not complotist
2061,1,1,27,1,1,1,3,40,complotist
2062,1,3,29,1,1,1,3,23,Not complotist
2063,2,3,17,1,2,1,4,21,Not complotist
2064,3,1,19,1,1,1,2,24,Not complotist
2065,2,3,19,1,1,1,5,45,complotist
2066,3,1,19,1,1,1,1,41,complotist
2067,3,1,23,1,2,1,1,46,complotist
2068,1,1,17,1,2,1,1,43,complotist
2069,2,1,24,1,2,1,3,30,Not complotist
2070,2,1,20,1,1,1,3,41,complotist
2071,3,1,66,1,1,1,4,32,Not complotist
2072,2,1,22,1,2,1,2,21,Not complotist
2073,1,2,18,1,2,1,3,42,complotist
2074,3,2,22,3,2,1,1,44,complotist
2075,2,2,23,2,1,1,2,20,Not complotist
2076,2,1,20,3,1,1,3,20,Not complotist
2077,2,1,20,1,1,1,3,34,Not complotist
2078,2,2,44,1,1,1,4,58,complotist
2079,3,2,25,1,1,1,1,16,Not complotist
2080,1,1,26,1,1,1,1,29,Not complotist
2081,3,1,16,1,2,1,2,42,complotist
2082,2,2,29,1,1,1,2,35,Not complotist
2083,2,1,36,1,1,3,3,21,Not complotist
2084,2,2,24,1,2,2,4,60,complotist
2085,2,2,27,1,2,1,2,41,complotist
2086,2,1,20,2,2,1,3,25,Not complotist
2087,2,2,25,1,2,1,1,27,Not complotist
2088,3,1,22,1,1,1,4,42,complotist
2089,1,1,28,1,2,2,2,48,complotist
2090,1,1,18,1,1,1,3,22,Not complotist
2091,3,1,34,1,1,1,2,43,complotist
2092,2,1,30,2,2,2,4,75,complotist
2093,3,1,20,2,2,1,2,46,complotist
2094,3,1,16,1,2,1,1,32,Not complotist
2095,1,1,34,1,2,1,2,37,Not complotist
2096,2,2,19,1,2,1,6,71,complotist
2097,2,1,20,1,1,1,6,45,complotist
2098,1,1,36,3,1,1,1,40,complotist
2099,3,2,18,2,1,1,2,61,complotist
2100,3,1,37,1,2,1,5,15,Not complotist
2101,3,1,28,1,1,1,1,43,complotist
2102,1,1,32,1,2,1,3,52,complotist
2103,2,2,16,1,2,1,3,75,complotist
2104,3,2,14,1,2,1,4,23,Not complotist
2105,3,1,25,1,1,1,3,49,complotist
2106,2,2,15,1,2,1,3,57,complotist
2107,2,1,26,1,1,1,2,56,complotist
2108,2,2,27,1,1,1,5,21,Not complotist
2109,2,2,17,2,2,1,2,72,complotist
2110,3,2,15,1,2,1,1,67,complotist
2111,2,2,20,1,1,1,2,37,Not complotist
2112,3,2,20,1,1,1,4,64,complotist
2113,2,2,13,1,2,1,3,39,Not complotist
2114,1,2,13,1,2,1,2,17,Not complotist
2115,2,3,15,1,2,1,1,63,complotist
2116,1,2,16,2,2,1,2,47,complotist
2117,3,2,15,1,2,1,4,51,complotist
2118,3,2,18,1,2,1,2,62,complotist
2119,1,3,19,2,1,1,2,59,complotist
2120,2,1,37,2,1,1,3,31,Not complotist
2121,1,1,61,1,2,2,6,52,complotist
2122,3,2,28,1,2,1,3,75,complotist
2123,3,2,53,1,2,3,1,36,Not complotist
2124,2,2,18,1,2,1,2,64,complotist
2125,3,1,18,1,2,1,3,43,complotist
2126,2,0,16,1,2,1,1,42,complotist
2127,2,3,15,1,2,1,2,51,complotist
2128,2,1,16,1,2,1,2,40,complotist
2129,2,1,18,1,2,1,2,34,Not complotist
2130,3,3,16,3,2,1,1,52,complotist
2131,2,2,19,1,2,1,2,36,Not complotist
2132,2,2,20,2,2,1,3,51,complotist
2133,2,1,20,1,2,1,2,48,complotist
2134,2,2,23,1,2,1,2,20,Not complotist
2135,2,1,26,1,1,1,4,21,Not complotist
2136,2,2,14,1,2,1,1,72,complotist
2137,2,2,16,1,2,1,2,40,complotist
2138,1,3,15,1,2,1,2,67,complotist
2139,3,2,15,1,2,1,2,41,complotist
2140,2,1,20,1,2,1,3,48,complotist
2141,3,1,27,1,2,1,4,59,complotist
2142,2,2,46,1,2,2,1,28,Not complotist
2143,1,1,21,2,2,1,2,45,complotist
2144,2,2,59,1,2,3,3,62,complotist
2145,3,2,17,1,2,1,2,61,complotist
2146,3,1,45,1,1,2,1,43,complotist
2147,2,3,17,1,2,1,2,54,complotist
2148,3,2,16,1,2,1,2,55,complotist
2149,2,2,32,2,2,2,2,22,Not complotist
2150,1,1,14,1,2,1,5,39,Not complotist
2151,0,3,17,1,2,1,2,52,complotist
2152,3,1,18,1,2,1,1,47,complotist
2153,3,2,16,0,2,1,3,27,Not complotist
2154,2,1,17,1,2,1,2,23,Not complotist
2155,2,2,13,1,2,1,3,47,complotist
2156,2,2,18,1,2,1,3,50,complotist
2157,1,3,20,1,1,1,3,26,Not complotist
2158,3,2,19,1,1,1,2,16,Not complotist
2159,2,2,16,2,2,1,2,51,complotist
2160,3,3,17,2,2,1,2,50,complotist
2161,2,1,19,1,2,1,1,30,Not complotist
2162,2,1,56,1,2,1,1,69,complotist
2163,3,2,15,1,2,1,2,70,complotist
2164,2,1,46,1,2,2,2,23,Not complotist
2165,2,1,36,1,1,2,4,38,Not complotist
2166,1,1,29,1,2,1,3,26,Not complotist
2167,1,1,15,3,2,1,2,30,Not complotist
2168,1,2,51,1,1,2,3,73,complotist
2169,3,1,18,1,2,1,1,20,Not complotist
2170,2,1,17,1,2,1,4,57,complotist
2171,1,2,50,1,2,2,2,25,Not complotist
2172,2,1,25,1,1,2,4,61,complotist
2173,2,1,19,1,2,1,3,44,complotist
2174,1,1,19,1,2,1,1,31,Not complotist
2175,2,1,32,1,2,1,4,47,complotist
2176,3,1,20,1,2,1,3,17,Not complotist
2177,2,2,17,1,2,1,1,41,complotist
2178,3,1,34,1,1,1,3,68,complotist
2179,3,1,34,1,2,1,2,34,Not complotist
2180,1,1,19,1,2,1,4,56,complotist
2181,2,1,28,1,1,1,2,21,Not complotist
2182,2,1,21,1,2,1,4,66,complotist
2183,2,1,21,1,2,1,2,33,Not complotist
2184,3,2,20,1,2,1,3,65,complotist
2185,2,2,18,1,2,1,4,34,Not complotist
2186,1,2,25,1,1,1,4,32,Not complotist
2187,3,2,26,1,2,1,4,62,complotist
2188,3,3,17,1,2,1,2,66,complotist
2189,2,2,19,1,1,1,1,50,complotist
2190,1,1,72,2,1,2,5,25,Not complotist
2191,2,2,15,3,0,1,2,47,complotist
2192,2,1,27,1,2,1,3,17,Not complotist
2193,2,0,16,1,2,1,1,40,complotist
2194,1,1,32,1,2,1,4,61,complotist
2195,1,1,22,1,1,1,2,48,complotist
2196,3,2,17,1,2,1,2,58,complotist
2197,2,1,32,1,0,1,2,62,complotist
2198,1,2,18,3,2,1,5,40,complotist
2199,3,1,15,1,2,1,2,53,complotist
2200,3,1,26,1,1,1,2,42,complotist
2201,3,2,49,1,1,2,3,41,complotist
2202,2,1,59,1,1,2,3,36,Not complotist
2203,3,3,18,1,1,1,1,33,Not complotist
2204,2,2,17,2,2,1,3,55,complotist
2205,3,2,17,2,2,1,1,59,complotist
2206,2,2,19,1,2,1,2,35,Not complotist
2207,2,2,14,1,2,1,4,35,Not complotist
2208,2,2,16,1,2,1,4,22,Not complotist
2209,2,1,24,1,1,1,3,48,complotist
2210,2,2,20,1,2,1,1,42,complotist
2211,3,1,24,1,1,1,2,41,complotist
2212,2,2,26,1,1,1,3,47,complotist
2213,1,2,18,1,2,1,2,42,complotist
2214,1,1,31,1,2,1,2,45,complotist
2215,1,1,27,1,2,1,3,63,complotist
2216,1,1,26,1,2,1,3,30,Not complotist
2217,2,1,50,1,2,2,6,26,Not complotist
2218,1,2,24,1,2,1,3,44,complotist
2219,3,1,48,1,1,2,2,24,Not complotist
2220,1,2,31,1,1,1,2,47,complotist
2221,2,2,20,3,1,1,1,21,Not complotist
2222,3,1,21,1,2,1,2,38,Not complotist
2223,2,1,49,1,2,2,2,41,complotist
2224,2,1,17,1,2,1,3,39,Not complotist
2225,0,2,45,1,1,1,3,49,complotist
2226,2,2,16,1,2,1,5,54,complotist
2227,1,2,42,1,2,2,5,57,complotist
2228,3,1,26,1,2,1,2,44,complotist
2229,2,1,24,1,2,1,2,56,complotist
2230,2,1,20,1,1,1,2,40,complotist
2231,3,1,33769,1,2,3,5,75,complotist
2232,2,2,16,1,2,1,2,53,complotist
2233,2,1,14,1,2,1,3,49,complotist
2234,2,2,21,3,2,1,1,35,Not complotist
2235,3,1,44,1,2,2,2,20,Not complotist
2236,3,2,15,1,2,1,3,61,complotist
2237,1,2,24,1,1,1,4,35,Not complotist
2238,3,1,18,3,2,1,1,58,complotist
2239,1,1,17,1,2,1,1,61,complotist
2240,3,1,56,1,1,2,4,24,Not complotist
2241,2,2,17,1,2,1,2,18,Not complotist
2242,1,1,39,1,2,1,3,39,Not complotist
2243,3,3,30,1,2,2,2,35,Not complotist
2244,1,1,17,1,2,1,3,30,Not complotist
2245,2,2,15,1,2,1,3,51,complotist
2246,2,2,20,1,2,1,3,48,complotist
2247,1,2,28,1,1,2,1,18,Not complotist
2248,1,1,45,1,2,2,2,49,complotist
2249,2,2,53,1,1,3,2,37,Not complotist
2250,2,1,14,1,2,1,2,52,complotist
2251,1,1,28,1,2,1,0,57,complotist
2252,3,2,20,1,2,1,3,52,complotist
2253,1,2,28,1,2,1,2,23,Not complotist
2254,1,1,26,2,2,1,3,60,complotist
2255,1,1,22,1,1,1,3,18,Not complotist
2256,1,2,59,1,2,1,3,27,Not complotist
2257,3,2,42,1,1,1,2,53,complotist
2258,2,2,29,1,2,1,2,32,Not complotist
2259,2,1,42,1,2,3,2,41,complotist
2260,3,1,47,1,2,1,1,54,complotist
2261,2,1,20,2,1,1,2,43,complotist
2262,2,2,16,2,2,1,2,55,complotist
2263,2,2,17,1,2,1,2,57,complotist
2264,2,1,20,1,2,1,0,15,Not complotist
2265,1,1,20,1,2,1,3,55,complotist
2266,2,2,19,1,1,1,2,54,complotist
2267,2,1,49,1,1,1,2,23,Not complotist
2268,2,2,18,1,2,1,3,58,complotist
2269,2,2,17,1,2,1,3,19,Not complotist
2270,1,1,18,1,2,1,2,36,Not complotist
2271,3,2,20,1,1,1,3,56,complotist
2272,3,2,15,1,2,1,1,54,complotist
2273,2,3,20,1,2,1,1,50,complotist
2274,1,1,17,1,2,1,6,35,Not complotist
2275,2,1,58,1,2,1,5,70,complotist
2276,0,2,34,1,2,3,1,34,Not complotist
2277,3,2,38,1,1,1,2,23,Not complotist
2278,2,1,21,1,2,1,3,38,Not complotist
2279,3,2,26,1,2,1,2,49,complotist
2280,1,1,35,3,2,2,5,33,Not complotist
2281,3,2,22,1,2,1,1,42,complotist
2282,3,2,20,1,2,1,3,36,Not complotist
2283,1,1,18,1,2,1,4,44,complotist
2284,2,2,17,1,2,1,2,40,complotist
2285,2,1,20,1,1,1,2,36,Not complotist
2286,3,1,28,1,1,1,2,31,Not complotist
2287,3,1,24,1,2,1,4,37,Not complotist
2288,2,1,22,1,2,1,2,33,Not complotist
2289,3,1,22,3,2,2,5,35,Not complotist
2290,3,1,35,1,1,1,2,45,complotist
2291,1,1,35,1,2,1,3,23,Not complotist
2292,2,1,57,1,1,2,2,20,Not complotist
2293,2,1,29,1,1,1,4,41,complotist
2294,3,1,65,1,2,1,2,45,complotist
2295,3,1,21,2,2,1,3,23,Not complotist
2296,2,1,18,1,1,1,3,26,Not complotist
2297,3,1,18,1,2,1,2,24,Not complotist
2298,2,1,18,1,2,1,3,41,complotist
2299,3,2,19,1,2,1,2,40,complotist
2300,1,2,20,1,1,1,3,61,complotist
2301,2,2,32,1,1,1,3,40,complotist
2302,3,2,69,1,2,2,4,56,complotist
2303,2,1,31,1,2,1,3,20,Not complotist
2304,3,1,34,1,1,3,4,39,Not complotist
2305,2,2,17,1,2,1,2,66,complotist
2306,2,2,21,1,2,1,3,71,complotist
2307,1,1,34,1,1,2,3,53,complotist
2308,2,1,22,1,2,1,2,18,Not complotist
2309,1,1,17,2,2,1,3,55,complotist
2310,1,1,15,1,2,1,4,30,Not complotist
2311,2,1,17,1,1,1,4,30,Not complotist
2312,2,3,15,1,2,1,3,18,Not complotist
2313,3,2,23,1,1,1,3,63,complotist
2314,3,2,16,1,2,1,1,31,Not complotist
2315,2,1,18,1,2,1,2,25,Not complotist
2316,2,2,24,2,2,1,2,62,complotist
2317,3,1,23,1,1,1,2,64,complotist
2318,2,1,13,1,2,1,2,34,Not complotist
2319,3,1,33,1,1,1,3,27,Not complotist
2320,2,1,45,3,2,2,2,40,complotist
2321,1,1,28,1,1,1,3,24,Not complotist
2322,3,1,25,1,1,1,1,53,complotist
2323,2,2,18,1,1,1,3,36,Not complotist
2324,3,2,52,1,1,3,3,26,Not complotist
2325,2,1,24,1,2,1,5,42,complotist
2326,2,1,17,1,2,1,1,36,Not complotist
2327,1,1,32,2,1,2,3,15,Not complotist
2328,3,2,36,1,2,2,1,30,Not complotist
2329,1,2,38,1,2,3,5,43,complotist
2330,2,2,19,1,1,1,4,54,complotist
2331,2,1,16,1,2,1,3,48,complotist
2332,2,1,18,1,2,1,3,56,complotist
2333,1,2,20,1,2,1,4,37,Not complotist
2334,1,2,38,1,1,2,0,65,complotist
2335,2,2,35,1,2,1,3,22,Not complotist
2336,2,2,24,1,2,1,2,34,Not complotist
2337,2,2,55,1,2,2,3,40,complotist
2338,3,1,21,1,2,1,2,34,Not complotist
2339,3,1,24,1,2,1,1,44,complotist
2340,2,2,24,1,1,1,3,47,complotist
2341,2,1,19,1,2,1,3,25,Not complotist
2342,1,1,18,1,2,1,2,49,complotist
2343,2,2,18,1,2,1,3,41,complotist
2344,2,1,48,1,1,2,2,24,Not complotist
2345,2,1,16,1,2,1,4,54,complotist
2346,2,1,35,1,1,1,3,75,complotist
2347,1,2,49,1,2,1,3,47,complotist
2348,1,2,17,1,2,1,2,56,complotist
2349,3,3,21,1,2,1,2,64,complotist
2350,2,2,54,1,1,1,2,24,Not complotist
2351,2,2,27,1,2,1,1,45,complotist
2352,2,1,22,1,2,1,2,59,complotist
2353,2,1,51,1,1,2,5,47,complotist
2354,2,2,17,1,2,1,3,42,complotist
2355,1,3,22,1,1,1,3,41,complotist
2356,2,2,19,1,1,1,2,56,complotist
2357,2,1,58,0,1,3,4,56,complotist
2358,3,2,20,1,1,1,2,43,complotist
2359,2,2,17,1,2,1,3,57,complotist
2360,2,1,24,1,1,1,2,32,Not complotist
2361,3,2,15,1,2,1,1,49,complotist
2362,2,3,20,1,1,1,5,24,Not complotist
2363,3,1,53,1,2,2,2,49,complotist
2364,2,1,28,1,2,1,2,44,complotist
2365,1,1,47,1,2,2,4,46,complotist
2366,2,1,21,1,1,1,3,40,complotist
2367,2,1,35,1,1,2,2,54,complotist
2368,2,2,20,1,1,1,2,70,complotist
2369,3,2,32,1,1,1,3,62,complotist
2370,2,2,23,1,1,1,1,24,Not complotist
2371,3,1,68,1,1,2,2,33,Not complotist
2372,2,1,22,3,2,1,4,51,complotist
2373,1,2,35,1,1,2,1,28,Not complotist
2374,1,2,24,1,2,1,2,52,complotist
2375,2,2,17,1,2,1,1,45,complotist
2376,3,2,37,1,2,2,1,49,complotist
2377,2,2,14,1,2,1,4,56,complotist
2378,2,1,31,1,2,1,1,36,Not complotist
2379,3,1,36,1,2,1,2,33,Not complotist
2380,3,1,32,1,2,1,2,65,complotist
2381,2,2,30,3,2,1,2,21,Not complotist
2382,2,1,17,2,2,1,2,28,Not complotist
2383,3,2,17,1,2,1,1,34,Not complotist
2384,3,1,20,1,1,1,4,34,Not complotist
2385,1,1,20,1,2,1,4,58,complotist
2386,2,2,21,1,1,1,1,41,complotist
2387,2,3,15,1,2,1,2,21,Not complotist
2388,3,1,30,1,2,1,1,75,complotist
2389,1,1,24,2,2,1,7,33,Not complotist
2390,2,2,14,1,2,1,2,50,complotist
2391,3,1,22,1,1,1,3,59,complotist
2392,2,2,25,2,1,1,2,40,complotist
2393,3,2,24,1,2,1,5,54,complotist
2394,2,2,16,1,2,1,2,56,complotist
2395,3,2,16,1,2,1,1,62,complotist
2396,1,2,42,1,1,1,1,48,complotist
2397,3,1,17,1,2,1,1,15,Not complotist
2398,2,1,21,1,2,1,2,61,complotist
2399,3,2,19,1,1,1,1,60,complotist
2400,2,1,16,3,2,1,1,28,Not complotist
2401,2,1,20,2,1,1,2,33,Not complotist
2402,2,2,16,1,2,1,5,67,complotist
2403,2,1,15,1,2,1,3,43,complotist
2404,1,1,32,1,1,1,2,29,Not complotist
2405,2,1,38,1,2,1,2,42,complotist
2406,3,2,16,1,2,1,3,44,complotist
2407,2,1,14,1,2,1,2,28,Not complotist
2408,1,1,25,1,1,1,2,44,complotist
2409,3,1,34,2,2,2,2,45,complotist
2410,2,2,53,1,1,2,3,68,complotist
2411,3,2,50,1,1,3,1,61,complotist
2412,3,1,20,1,1,1,5,20,Not complotist
2413,2,1,34,1,2,2,3,25,Not complotist
2414,1,1,36,1,1,2,2,25,Not complotist
2415,2,1,46,1,1,2,2,30,Not complotist
2416,1,1,36,1,1,0,2,32,Not complotist
2417,3,1,19,1,1,1,2,40,complotist
2418,2,2,41,1,2,3,2,37,Not complotist
2419,0,1,42,1,2,1,0,27,Not complotist
2420,2,2,16,1,2,1,1,47,complotist
2421,2,2,16,1,2,1,2,47,complotist
2422,1,2,27,1,1,2,2,63,complotist
2423,2,1,57,1,2,2,3,23,Not complotist
2424,2,1,72,1,2,2,3,19,Not complotist
2425,1,1,27,1,1,1,2,38,Not complotist
2426,3,2,34,1,1,1,2,21,Not complotist
2427,2,2,16,1,2,1,1,44,complotist
2428,2,1,15,1,2,1,4,36,Not complotist
2429,2,2,46,1,2,3,2,55,complotist
2430,3,2,56,1,2,2,3,32,Not complotist
2431,2,1,54,1,2,2,2,16,Not complotist
2432,3,2,17,1,2,2,2,36,Not complotist
2433,3,1,56,1,1,1,2,21,Not complotist
2434,2,1,22,2,1,1,7,30,Not complotist
2435,2,1,24,2,2,1,3,26,Not complotist
2436,3,1,24,1,1,1,1,41,complotist
2437,3,1,42,1,2,1,2,35,Not complotist
2438,1,2,20,2,1,1,2,38,Not complotist
2439,1,1,19,1,1,1,1,45,complotist
2440,3,1,23,1,1,1,3,30,Not complotist
2441,1,2,16,1,2,1,2,52,complotist
2442,3,1,26,1,2,1,3,21,Not complotist
2443,3,2,16,1,2,1,2,21,Not complotist
2444,3,1,19,1,2,1,4,31,Not complotist
2445,3,2,38,1,1,2,4,17,Not complotist
2446,3,1,44,1,2,2,1,17,Not complotist
2447,2,2,53,1,2,1,3,22,Not complotist
2448,3,1,24,1,1,1,1,62,complotist
2449,1,1,16,1,2,1,3,71,complotist
2450,3,1,23,1,2,1,5,44,complotist
2451,2,1,18,1,1,1,2,38,Not complotist
2452,3,1,27,1,2,1,0,22,Not complotist
2453,3,1,27,1,1,1,2,20,Not complotist
2454,3,1,31,1,2,1,2,53,complotist
2455,3,1,21,0,1,1,3,45,complotist
2456,1,2,47,1,1,2,0,17,Not complotist
2457,2,2,37,1,2,1,3,61,complotist
2458,3,1,26,1,1,1,1,26,Not complotist
2459,1,1,44,2,2,1,2,56,complotist
2460,2,1,23,1,2,1,1,30,Not complotist
2461,1,3,19,1,1,1,2,45,complotist
2462,3,2,14,1,2,1,4,39,Not complotist
2463,3,1,25,2,1,1,3,49,complotist
2464,1,1,32,1,2,1,5,33,Not complotist
2465,1,1,18,1,2,1,3,52,complotist
2466,2,1,32,1,2,1,1,15,Not complotist
2467,1,2,47,1,2,2,1,43,complotist
2468,3,2,22,3,2,1,6,63,complotist
2469,2,2,29,1,2,1,2,30,Not complotist
2470,3,2,54,1,1,1,2,41,complotist
2471,3,2,35,1,2,1,7,24,Not complotist
2472,2,2,25,1,2,1,2,54,complotist
2473,1,2,30,1,2,1,2,52,complotist
2474,2,1,17,1,2,3,2,57,complotist
2475,2,1,53,1,1,3,1,29,Not complotist
2476,3,1,16,1,2,1,1,44,complotist
2477,2,2,20,1,1,1,2,57,complotist
2478,2,2,29,2,1,3,4,38,Not complotist
2479,2,1,24,2,2,1,4,70,complotist
2480,2,1,28,1,1,1,4,31,Not complotist
2481,1,2,15,2,2,1,2,75,complotist
2482,2,1,14,1,2,1,2,26,Not complotist
2483,3,2,20,1,1,1,2,28,Not complotist
2484,1,1,30,1,2,2,3,48,complotist
2485,2,1,21,1,2,1,4,65,complotist
2486,1,2,21,1,2,1,2,39,Not complotist
2487,2,1,30,1,1,3,4,75,complotist
2488,2,2,42,1,2,2,2,51,complotist
2489,1,1,27,1,2,2,4,15,Not complotist
2490,3,1,32,1,2,1,3,46,complotist
2491,2,2,25,2,1,1,2,20,Not complotist
2492,3,2,34,1,0,2,2,57,complotist
2493,2,1,19,1,1,1,2,25,Not complotist
2494,3,2,16,1,2,1,1,51,complotist
